com_id,com_nam,can_id,can_nam,ele_yea,can_off,can_off_sta,can_off_dis,lin_num,lin_ima,rec_com_id,rec_nam,rec_str1,rec_str2,rec_cit,rec_sta,rec_zip,dis_dat,dis_amo,dis_pur_des,mem_cod,mem_tex,cat_cod,cat_des,tra_id,bac_ref_id
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933257","","STRATEGIC MEDIA SERVICES","4601 N FAIRFAX DR","SUITE 730","ARLINGTON","VA","22203","2025-01-02","$197,330.20","MEDIA PLACEMENT/PRODUCTION","","","","","SB17.10000",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933257","","CHAIN BRIDGE BANK","1445A LAUGHLIN AVE","","MCLEAN","VA","22101","2026-01-02","$25.00","BANK FEE","","","","","SB17.10001",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933257","","KENDALL COUNTY REPUBLICAN PARTY","624 N MAIN ST","#102","BOERNE","TX","78006","2026-01-02","$30.00","REGISTRATION FEE","","","","","SB17.10004",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933258","","NUMINAR","1201 WILSON BLVD","","ARLINGTON","VA","22209","2026-01-02","$1,750.00","TEXTING SVC","","","","","SB17.10002",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933258","","ROTARY CLUB OF KERRVILLE","201 HOLDSWORTH DR","","KERRVILLE","TX","78028","2026-01-02","$250.00","REGISTRATION FEE","","","","","SB17.10005",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933258","","WEST HENLY STORAGE","114 HENLY MATERIALS WAY","","JOHNSON CITY","TX","78636","2026-01-02","$92.00","RENT","","","","","SB17.10003",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933259","","SALTER, HARRISON","PO BOX 1073","1450 W HWY 290","DRIPPING SPRINGS","TX","78620","2026-01-05","$163.72","MILEAGE","","","","","SB17.10010",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933259","","ACME STRATEGIES","PO BOX 335","","ROCKFORD","MI","49341","2026-01-05","$9,440.08","DIGITAL CONSULTING/ADS/TEXTING","","","","","SB17.10009",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933265","","CHAIN BRIDGE BANK","1445A LAUGHLIN AVE","","MCLEAN","VA","22101","2026-01-14","$50.00","BANK FEE","","","","","SB17.10025",""
"C00917658","MARK TEIXEIRA FOR CONGRESS","H6TX21301","TEIXEIRA, MARK CHARLES","2026","H","TX","21","17","http://docquery.fec.gov/cgi-bin/fecimg/?202604029856933265","","RUDYS","24152 I-10","","SAN ANTONIO","TX","78257","2026-01-14","$824.97","FOOD/BEVERAGE","","","","","SB17.10027",""
