com_id,com_nam,can_id,can_nam,ele_yea,can_off,can_off_sta,can_off_dis,lin_num,lin_ima,rec_com_id,rec_nam,rec_str1,rec_str2,rec_cit,rec_sta,rec_zip,dis_dat,dis_amo,dis_pur_des,mem_cod,mem_tex,cat_cod,cat_des,tra_id,bac_ref_id
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633991","C00665638","YOUNG KIM FOR CONGRESS","PO BOX 17490","","ANAHEIM","CA","928177490","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","BCC6FCC2A3E0B44FB9F8",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633991","C00665638","YOUNG KIM FOR CONGRESS","PO BOX 17490","","ANAHEIM","CA","928177490","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B3DFB62A1358343FDAAF",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633990","C00742007","VAN ORDEN FOR CONGRESS","PO BOX 1836","","LA CROSSE","WI","546021836","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B7B6542FCB6174EF1B94",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633990","C00742007","VAN ORDEN FOR CONGRESS","PO BOX 1836","","LA CROSSE","WI","546021836","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B09E8C380D0DC4AF895E",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633986","C00575167","DON BACON FOR CONGRESS","P.O. BOX 391368","","OMAHA","NE","681391368","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","BFBF8000BA85B45CAB06",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633987","C00849844","ELECTGABEEVANS.COM","PO BOX 350608","","WESTMINSTER","CO","800350608","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B51D5278794864715AA2",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633987","C00849844","ELECTGABEEVANS.COM","PO BOX 350608","","WESTMINSTER","CO","800350608","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B75A5D520F60548E2A7A",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633987","C00257337","KEN CALVERT FOR CONGRESS COMMITTEE","PO BOX 2438","","CORONA","CA","928782438","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B86AC38BDD9E84D66A25",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633988","C00257337","KEN CALVERT FOR CONGRESS COMMITTEE","PO BOX 2438","","CORONA","CA","928782438","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B29E4B4A0890E445D838",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633988","C00776120","KIGGANS FOR CONGRESS","P.O. BOX 5042","","VIRGINIA BEACH","VA","234710042","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B16E3DA940B244DD9B2C",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633988","C00776120","KIGGANS FOR CONGRESS","P.O. BOX 5042","","VIRGINIA BEACH","VA","234710042","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","B99B1F3B521554CA3AF1",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633989","C00558825","MILLER-MEEKS FOR CONGRESS","PO BOX 33","","OTTUMWA","IA","525010033","2025-03-25","$500.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","BD7D772591DCD406196A",""
"C00750307","FALLON FOR CONGRESS","H0TX04219","FALLON, PATRICK","2026","H","TX","04","21","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755633989","C00558825","MILLER-MEEKS FOR CONGRESS","PO BOX 33","","OTTUMWA","IA","525010033","2025-03-25","$2,000.00","POLITICAL CONTRIBUTION","","","011","Political Contributions","BCBCE7A618709481DB81",""
