com_id,com_nam,can_id,can_nam,ele_yea,can_off,can_off_sta,can_off_dis,lin_num,lin_ima,rec_com_id,rec_nam,rec_str1,rec_str2,rec_cit,rec_sta,rec_zip,dis_dat,dis_amo,dis_pur_des,mem_cod,mem_tex,cat_cod,cat_des,tra_id,bac_ref_id
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805018","","LYFT","548 MARKET ST","# 68514","SAN FRANCISCO","CA","941045401","2025-03-07","$63.75","TRAVEL","X","*","","","500992022","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805018","","LYFT","548 MARKET ST","# 68514","SAN FRANCISCO","CA","941045401","2025-03-07","$5.23","TRAVEL","X","*","","","500992023","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805018","","LYFT","548 MARKET ST","# 68514","SAN FRANCISCO","CA","941045401","2025-03-07","$9.56","TRAVEL","X","*","","","500992024","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805019","","LYFT","548 MARKET ST","# 68514","SAN FRANCISCO","CA","941045401","2025-03-07","$12.04","TRAVEL","X","*","","","500992025","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805019","","LYFT","548 MARKET ST","# 68514","SAN FRANCISCO","CA","941045401","2025-03-07","$34.89","TRAVEL","X","*","","","500992026","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805019","","MEMBERS DINING ROOM","1ST ST SE","","WASHINGTON","DC","205150001","2025-03-07","$188.85","CATERING","X","*","","","500992034","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805020","","STELLINA PIZZERIA","399 MORSE ST NE","","WASHINGTON","DC","200027007","2025-03-07","$149.30","MEALS","X","*","","","500992014","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805020","","SUN TAXI ASSOCIATION INC.","4624 W CORNELIA AVE","","CHICAGO","IL","606413721","2025-03-07","$47.74","TRAVEL","X","*","","","500992019","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805020","","THE GODFREY HOTEL","1400 N CAHUENGA BLVD","","LOS ANGELES","CA","900288126","2025-03-07","$241.68","TRAVEL","X","*","","","500992021","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805021","","THE UPS STORE","4007 MCCULLOUGH AVE","","SAN ANTONIO","TX","782122420","2025-03-07","$.99","SHIPPING & POSTAGE","X","*","","","500992036","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805021","","UNITED AIRLINES","77 W WACKER DR","","CHICAGO","IL","606011604","2025-03-07","$8.00","TRAVEL","X","*","","","500992015","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805021","","UNITED AIRLINES","77 W WACKER DR","","CHICAGO","IL","606011604","2025-03-07","$8.00","TRAVEL","X","*","","","500992030","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805022","","UNITED AIRLINES","77 W WACKER DR","","CHICAGO","IL","606011604","2025-03-07","$8.00","TRAVEL","X","*","","","500992031","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805022","","UNITED AIRLINES","77 W WACKER DR","","CHICAGO","IL","606011604","2025-03-07","$8.00","TRAVEL","X","*","","","500992032","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805022","","UNITED AIRLINES","77 W WACKER DR","","CHICAGO","IL","606011604","2025-03-07","$8.00","TRAVEL","X","*","","","500992033","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805023","","ZOOM","55 ALMADEN BLVD","STE 600","SAN JOSE","CA","951131612","2025-03-07","$170.70","SOFTWARE","X","*","","","500992028","500991062"
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805023","","BEE COMPLIANCE LLC","611 PENNSYLVANIA AVE SE","# 192","WASHINGTON","DC","200034303","2025-01-10","$2,500.00","COMPLIANCE CONSULTING","","","","","500982884",""
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805023","","BEE COMPLIANCE LLC","611 PENNSYLVANIA AVE SE","# 192","WASHINGTON","DC","200034303","2025-02-14","$3,000.00","COMPLIANCE CONSULTING","","","","","500989126",""
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805024","","BEE COMPLIANCE LLC","611 PENNSYLVANIA AVE SE","# 192","WASHINGTON","DC","200034303","2025-03-12","$2,500.00","COMPLIANCE CONSULTING","","","","","500991058",""
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805001","","ACTBLUE TECHNICAL SERVICES","366 SUMMER ST","","WEST SOMERVILLE","MA","021443132","2025-01-05","$4.97","CREDIT CARD PROCESSING FEE","","","","","500980069",""
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805001","","ACTBLUE TECHNICAL SERVICES","366 SUMMER ST","","WEST SOMERVILLE","MA","021443132","2025-01-12","$7.61","CREDIT CARD PROCESSING FEE","","","","","500982892",""
"C00497933","CASTRO FOR CONGRESS","H2TX35011","CASTRO, JOAQUIN","2026","H","TX","20","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755805001","","ACTBLUE TECHNICAL SERVICES","366 SUMMER ST","","WEST SOMERVILLE","MA","021443132","2025-01-19","$8.38","CREDIT CARD PROCESSING FEE","","","","","500983259",""
