com_id,com_nam,can_id,can_nam,ele_yea,can_off,can_off_sta,can_off_dis,lin_num,lin_ima,rec_com_id,rec_nam,rec_str1,rec_str2,rec_cit,rec_sta,rec_zip,dis_dat,dis_amo,dis_pur_des,mem_cod,mem_tex,cat_cod,cat_des,tra_id,bac_ref_id
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804185","","CAMPAIGN VERIFY","8605 WESTWOOD CENTER DR","STE 505","VIENNA","VA","221822231","2025-03-07","$95.00","SOFTWARE","X","*","","","500160656","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804198","","GO DADDY","14455 N HAYDEN RD","STE 219","SCOTTSDALE","AZ","852606993","2025-03-06","$1,205.12","WEB DOMAINS","X","*","","","500159437","500159429"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804198","","ROLLA GROUP LLC","211 S ST NW","","WASHINGTON","DC","200011832","2025-01-24","$10,000.00","FUNDRAISING CONSULTING","","","","","500158463",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804178","","OLD EBBIT GRILL","675 15TH ST NW","","WASHINGTON","DC","200055702","2025-01-07","$169.37","MEALS","X","*","","","500158017","500157415"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804198","","ROLLA GROUP LLC","211 S ST NW","","WASHINGTON","DC","200011832","2025-03-05","$10,000.00","FUNDRAISING CONSULTING","","","","","500159195",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804199","","ROOT & STEM","2941 FAIRVIEW PARK DR","STE 110","FALLS CHURCH","VA","220424526","2025-01-10","$2,573.15","CATERING","","","","","500158008",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804185","","CAVA","3644 KING ST","","ALEXANDRIA","VA","223021908","2025-03-07","$2,005.70","CATERING","X","*","","","500160657","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804186","","THE FAITH AND POLITICS INSTITUTE","110 MARYLAND AVE NE","STE 504","WASHINGTON","DC","200025620","2025-03-07","$2,990.00","TRAVEL, MEALS, & EVENT MATERIALS","X","*","","","500160658","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804186","","THE FAITH AND POLITICS INSTITUTE","110 MARYLAND AVE NE","STE 504","WASHINGTON","DC","200025620","2025-03-07","-$2,200.00","TRAVEL, MEALS, & EVENT MATERIALS - CREDIT","X","*","","","500160664","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804186","","WHITEPAGES","1301 5TH AVE","STE 1600","SEATTLE","WA","981012625","2025-03-07","$10.63","SUBSCRIPTION","X","*","","","500160659","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804187","","WHITEPAGES","1301 5TH AVE","STE 1600","SEATTLE","WA","981012625","2025-03-07","$35.10","SUBSCRIPTION","X","*","","","500160661","500159431"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804187","","AMERICAN EXPRESS","200 VESEY ST","","NEW YORK","NY","102851000","2025-03-27","$4,852.14","CREDIT CARD PAYMENT","","","","","500159725",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804187","","CAMPAIGN VERIFY","8605 WESTWOOD CENTER DR","STE 505","VIENNA","VA","221822231","2025-03-27","$95.00","SOFTWARE","X","*","","","500160666","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804197","","LEAVEN STRATEGIES GROUP, LLC","205 CIMARRON TRL","APT 5","IRVING","TX","750638584","2025-02-27","$7,000.00","FUNDRAISING & COMMUNICATIONS CONSULTING","","","","","500159135",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804197","","NGP VAN","655 15TH ST NW","STE 850","WASHINGTON","DC","200055701","2025-03-06","$5,836.35","SOFTWARE","","","","","500159192",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804197","","ROE, CHELSEA LEIGH","205 CIMARRON TRL","APT 5","IRVING","TX","750638584","2025-03-06","$1,205.12","REIMBURSEMENT - WEB DOMAINS","","","","","500159429",""
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804188","","CARUSO'S GROCERY","1401 PENNSYLVANIA AVE SE","","WASHINGTON","DC","200034939","2025-03-27","$376.00","CATERING","X","*","","","500160669","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804188","","FEDEX OFFICE PRINT & SHIP CENTER","3875 AIRWAYS BLVD","","MEMPHIS","TN","381165070","2025-03-27","$60.41","PRINTING","X","*","","","500160665","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804188","","LANSDOWNE RESORT","44050 WOODRIDGE PKWY","","LEESBURG","VA","201765103","2025-03-27","$2,075.00","EVENT ENTRY & LODGING","X","*","","","500160667","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804189","","THE FAITH AND POLITICS INSTITUTE","110 MARYLAND AVE NE","STE 504","WASHINGTON","DC","200025620","2025-03-27","$2,200.00","TRAVEL, MEALS, & EVENT MATERIALS","X","*","","","500160671","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804189","","WHITEPAGES","1301 5TH AVE","STE 1600","SEATTLE","WA","981012625","2025-03-27","$10.63","SUBSCRIPTION","X","*","","","500160668","500159725"
"C00843003","JULIE JOHNSON FOR CONGRESS","H4TX32089","JOHNSON, JULIE","2026","H","TX","33","17","http://docquery.fec.gov/cgi-bin/fecimg/?202504159755804189","","WHITEPAGES","1301 5TH AVE","STE 1600","SEATTLE","WA","981012625","2025-03-27","$35.10","SUBSCRIPTION","X","*","","","500160670","500159725"
